wall_time,session_t,mode,source,outcome,gesture,distance,threshold,threshold_source,runner_up,runner_up_distance,margin_ratio,fired,key,detail,seg_frames,seg_duration,seg_peak_speed,seg_mean_speed,seg_close_reason,session_label
1789313706.145,309.979,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,26,1.419,0.7931,0.2573,still,
1789313709.982,313.816,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.45<0.55),9,0.387,0.1787,0.0517,still,
1789313712.144,315.978,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.466,0.2133,0.0606,still,
1789313713.055,316.889,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.672,0.1347,0.0565,still,
1789313714.478,318.312,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313714.478,318.312,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.692,1.0236,0.1912,still,
1789313716.200,320.034,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313716.200,320.034,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,27,1.234,0.1674,0.0859,still,
1789313717.137,320.971,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313717.137,320.971,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.670,0.2369,0.1278,hand_lost,
1789313718.224,322.058,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,0.864,0.1496,0.0561,still,
1789313720.644,324.478,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,48,2.001,0.2868,0.0902,still,
1789313722.065,325.899,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313722.065,325.899,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,24,0.971,0.2919,0.1194,still,
1789313724.965,328.799,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,30,1.788,0.8452,0.1562,hand_lost,
1789313725.873,329.707,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.607,0.4361,0.0802,still,
1789313727.086,330.920,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313727.086,330.920,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.816,0.3386,0.1970,hand_lost,
1789313728.912,332.746,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313728.912,332.746,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.553,1.7062,0.2067,still,
1789313729.544,333.378,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.53<0.55),6,0.543,0.1771,0.0919,hand_lost,
1789313731.177,335.011,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313731.370,335.204,LIVE,builtin,accepted,swipe_left,,,,,,,False,,"suppressed by shared cooldown (0.61s left, last=thumbs_up)",,,,,,
1789313731.371,335.205,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.658,0.6517,0.1197,still,
1789313732.056,335.890,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313732.056,335.890,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.619,1.5467,0.2347,still,
1789313733.138,336.972,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313733.170,337.004,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,1.005,0.7429,0.2095,hand_lost,
1789313734.992,338.826,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313734.996,338.830,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,0.820,0.3270,0.1157,still,
1789313736.458,340.292,LIVE,builtin,accepted,open_palm_hold,,,,,,,True,blank_screen,"DRY RUN, would press b",,,,,,
1789313737.003,340.837,LIVE,builtin,accepted,swipe_left,,,,,,,False,,"suppressed by shared cooldown (0.26s left, last=open_palm_hold)",,,,,,
1789313737.003,340.837,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,34,1.729,1.1524,0.1703,still,
1789313737.484,341.318,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),4,0.445,0.2240,0.1175,hand_lost,
1789313739.070,342.904,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789313739.070,342.904,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.487,0.5323,0.1091,still,
1789313742.494,346.328,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.46<0.55),11,0.447,0.1137,0.0422,still,
1789313743.854,347.688,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.48<0.55),12,0.462,0.1010,0.0446,still,
1789313745.371,349.205,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313745.391,349.225,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,0.760,0.2214,0.0774,still,
1789313757.296,361.130,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.542,2.4362,0.7226,hand_lost,
1789313763.626,367.460,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789313763.626,367.460,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.445,0.5045,0.1078,still,
1789313766.061,369.895,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.31<0.55),10,0.397,0.0843,0.0305,still,
1789313766.175,370.009,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789313774.510,378.344,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.872,0.2535,0.1335,hand_lost,
1789314603.455,42.211,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314603.461,42.218,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.706,0.5368,0.1242,still,
1789314604.071,42.827,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.26<0.55),10,0.448,0.0625,0.0306,still,
1789314605.279,44.035,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314605.279,44.035,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,22,1.057,0.2829,0.1111,still,
1789314606.262,45.018,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314606.262,45.018,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.783,0.1623,0.0626,still,
1789314608.051,46.808,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314608.053,46.809,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,1.001,0.2399,0.0945,still,
1789314609.470,48.226,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,0.613,0.6852,0.1898,hand_lost,
1789314612.710,51.466,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.568,0.3539,0.0793,still,
1789314613.908,52.664,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314613.913,52.669,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.916,0.3065,0.1087,still,
1789314616.706,55.462,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314616.706,55.462,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,0.946,0.2714,0.1147,still,
1789314617.675,56.431,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.39<0.55),5,0.614,0.1754,0.0794,hand_lost,
1789314618.773,57.530,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314618.776,57.532,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.607,0.6467,0.1615,still,
1789314619.749,58.505,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314619.761,58.517,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.938,0.2587,0.1120,still,
1789314621.041,59.797,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.733,0.2320,0.1157,hand_lost,
1789314623.456,62.212,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314623.461,62.218,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.592,0.8156,0.1422,still,
1789314626.099,64.855,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314626.099,64.855,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.559,0.8508,0.1862,still,
1789314627.764,66.521,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),11,0.513,0.0943,0.0496,still,
1789314628.299,67.055,LIVE,trajectory,rejected,,,,,,,,False,,too_short(2f<4f),2,0.450,0.2257,0.1812,hand_lost,
1789314629.294,68.050,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314629.297,68.053,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.571,0.9922,0.1779,still,
1789314630.949,69.705,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.662,0.3082,0.1572,hand_lost,
1789314631.922,70.678,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314631.922,70.678,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.673,0.8678,0.1856,still,
1789314633.720,72.476,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.912,0.2655,0.1048,still,
1789314634.239,72.995,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.50<0.55),10,0.464,0.1101,0.0559,still,
1789314635.410,74.166,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.572,0.1789,0.1087,hand_lost,
1789314637.176,75.932,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1789314637.176,75.932,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.617,1.1166,0.1952,still,
1789314638.029,76.785,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.45<0.55),4,0.592,0.3402,0.1097,hand_lost,
1789314639.073,77.829,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1789314639.073,77.829,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.594,1.1192,0.2166,still,
1789314640.255,79.011,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,0.634,0.2477,0.1049,hand_lost,
1789314643.488,82.244,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.609,0.3432,0.1207,still,
1789314643.488,82.244,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1789314646.023,84.779,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.26<0.55),4,0.542,0.1358,0.0641,hand_lost,
1789314651.123,89.879,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789314651.181,89.937,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,0.709,0.3368,0.1115,still,
1789314652.418,91.174,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,5,0.640,0.4886,0.1530,hand_lost,
1789314654.439,93.195,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.511,0.2574,0.0575,still,
1789314654.815,93.571,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789314656.836,95.592,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.607,0.1196,0.0544,still,
1789314658.739,97.495,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.767,0.1613,0.0662,still,
1789314658.789,97.545,LIVE,builtin,accepted,closed_fist_hold,,,,,,,True,first_slide,"DRY RUN, would press home",,,,,,
1789314661.634,100.390,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.46<0.55),4,0.511,0.2996,0.1182,hand_lost,
1789314663.830,102.586,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789314663.830,102.586,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.604,0.2103,0.0679,still,
1789314663.830,102.586,LIVE,builtin,accepted,closed_fist_hold,,,,,,,False,,"suppressed by shared cooldown (0.80s left, last=swipe_left)",,,,,,
1789314665.599,104.355,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.32<0.55),5,0.570,0.1842,0.0672,hand_lost,
1789314668.783,107.539,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789314668.783,107.539,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.558,0.7804,0.1438,still,
1789314671.238,109.994,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789314677.010,115.766,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.969,0.2562,0.1316,hand_lost,
1789314682.974,121.730,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,1.115,1.5678,0.2658,hand_lost,
1789314686.015,124.771,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,59,2.939,0.9932,0.0787,still,
1789314687.423,126.179,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.168,0.1522,0.0479,still,
1789314689.697,128.453,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789314689.697,128.453,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,1.265,1.0938,0.2126,hand_lost,
1789314704.672,143.428,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,48,2.380,1.4353,0.1729,still,
1789314709.271,148.027,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,28,1.487,1.2744,0.1768,still,
1789314710.888,149.644,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.913,0.3092,0.0855,still,
1789314711.919,150.675,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.734,0.3973,0.1018,still,
1789316975.298,73.601,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.38<0.55),10,0.462,0.1106,0.0379,still,
1789316976.344,74.647,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1789316976.439,74.742,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.70s left, last=thumbs_up)",,,,,,
1789316976.439,74.742,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.528,0.1806,0.0575,still,
1789316978.010,76.313,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.43<0.55),10,0.461,0.1570,0.0420,still,
1789316981.349,79.652,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.25<0.55),4,0.587,0.0961,0.0782,hand_lost,
1789316982.657,80.960,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.30<0.55),10,0.428,0.0970,0.0397,still,
1789316984.617,82.919,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789316984.617,82.919,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,31,1.439,0.2048,0.0887,still,
1789316990.838,89.141,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789316990.838,89.141,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,1.242,0.2478,0.0808,still,
1789316994.248,92.550,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1789316994.248,92.550,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.883,1.1354,0.1356,still,
1789316995.896,94.198,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,14,0.669,0.1180,0.0560,still,
1789316997.021,95.324,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1789316997.021,95.324,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,15,1.048,0.1241,0.0828,hand_lost,
1789316999.652,97.955,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.52<0.55),9,0.766,0.1170,0.0647,hand_lost,
1790356029.855,72.766,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1790356029.855,72.766,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,21,1.065,0.5489,0.1222,still,
1790356031.684,74.596,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),10,0.495,0.2242,0.0510,still,
1790356032.878,75.789,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,6,0.621,0.2017,0.0972,hand_lost,
1790356043.983,86.894,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.17<0.55),4,0.575,0.0945,0.0427,hand_lost,
1790356050.182,93.093,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1790356050.182,93.093,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.310,0.5166,0.1157,still,
1790356058.559,101.471,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,"DRY RUN, would press right",,,,,,
1790356058.559,101.471,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,28,1.396,0.6055,0.1129,still,
1790356061.217,104.128,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,"DRY RUN, would press left",,,,,,
1790356061.217,104.128,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,27,1.473,0.6131,0.1194,still,
1790356069.310,112.222,LIVE,builtin,accepted,closed_fist_hold,,,,,,,True,first_slide,"DRY RUN, would press home",,,,,,
1790356071.652,114.563,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,"DRY RUN, would press f5",,,,,,
1790356072.207,115.119,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.798,0.0974,0.0541,still,
1790356090.722,133.633,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.608,0.6503,0.0985,still,
1790356093.587,136.499,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.18<0.55),4,0.484,0.0758,0.0493,hand_lost,
1790358102.554,25.546,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.29<0.55),10,0.363,0.0713,0.0292,still,
1790358104.327,27.319,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358104.328,27.320,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,24,0.933,0.1765,0.0817,still,
1790358105.319,28.311,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.32<0.55),5,0.480,0.1620,0.0693,hand_lost,
1790358106.115,29.106,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.33<0.55),9,0.334,0.1194,0.0389,still,
1790358107.210,30.201,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358107.212,30.203,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,20,0.759,0.2263,0.0968,still,
1790358109.771,32.763,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358109.771,32.763,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,19,0.778,0.2376,0.0947,still,
1790358111.788,34.780,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.55<0.55),15,0.673,0.0955,0.0406,still,
1790358112.860,35.851,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358112.861,35.852,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.731,1.5717,0.2135,still,
1790358114.579,37.571,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358114.971,37.963,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,0.754,0.1609,0.0662,still,
1790358116.559,39.550,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,18,0.698,0.1474,0.0454,still,
1790358117.622,40.614,LIVE,builtin,accepted,closed_fist_hold,,,,,,,True,first_slide,pressed home,,,,,,
1790358119.276,42.268,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.41<0.55),5,0.479,0.1994,0.0836,hand_lost,
1790358120.345,43.337,LIVE,builtin,accepted,thumbs_up,,,,,,,True,start_presentation,pressed f5,,,,,,
1790358122.974,45.966,LIVE,builtin,accepted,peace_sign,,,,,,,True,end_presentation,pressed esc,,,,,,
1790358127.112,50.104,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.27<0.55),4,0.412,0.1529,0.0725,hand_lost,
1790358141.686,64.677,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.21<0.55),4,0.503,0.1259,0.0571,hand_lost,
1790358142.986,65.978,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.32<0.55),10,0.368,0.0998,0.0416,still,
1790358143.659,66.651,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358143.661,66.653,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.619,0.2051,0.0945,hand_lost,
1790358145.458,68.450,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.18<0.55),10,0.524,0.0750,0.0177,still,
1790358147.328,70.319,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358147.328,70.319,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,31,1.674,0.7860,0.1172,still,
1790358148.074,71.066,LIVE,builtin,accepted,swipe_right,,,,,,,False,,"suppressed by shared cooldown (0.05s left, last=swipe_left)",,,,,,
1790358148.074,71.066,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,8,0.646,0.3133,0.1463,hand_lost,
1790358150.829,73.821,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.646,3.0539,0.3715,still,
1790358154.566,77.558,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358154.566,77.558,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.894,1.2288,0.1585,still,
1790358155.800,78.792,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.41<0.55),10,0.433,0.1196,0.0424,still,
1790358157.022,80.014,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358157.022,80.014,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,10,0.961,0.9163,0.2237,hand_lost,
1790358159.504,82.496,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.47<0.55),4,0.409,0.2072,0.1225,hand_lost,
1790358165.003,87.994,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.677,0.7290,0.2040,hand_lost,
1790358214.154,137.146,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,13,0.507,0.1421,0.0516,still,
1790358214.903,137.895,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.20<0.55),4,0.427,0.1178,0.0593,hand_lost,
1790358220.568,143.560,LIVE,trajectory,rejected,,,,,,,,False,,path_too_small(0.44<0.55),11,0.384,0.0895,0.0396,still,
1790358222.003,144.995,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358222.004,144.995,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,7,0.623,0.5976,0.1929,hand_lost,
1790358223.831,146.823,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
1790358223.831,146.823,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,16,0.778,0.6611,0.1310,still,
1790358225.184,148.176,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358225.184,148.176,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,11,0.653,0.1823,0.1079,hand_lost,
1790358226.137,149.128,LIVE,trajectory,rejected,,,,,,,,False,,too_short(3f<4f),3,0.363,0.2159,0.1157,hand_lost,
1790358240.312,163.304,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.334,7.7104,0.6203,still,
1790358242.240,165.231,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,37,1.860,0.2080,0.0853,hand_lost,
1790358244.512,167.504,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,12,0.523,1.3783,0.1613,still,
1790358245.951,168.943,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358245.965,168.956,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,25,1.027,0.7676,0.1499,still,
1790358248.512,171.503,LIVE,builtin,accepted,swipe_left,,,,,,,True,previous_slide,pressed left,,,,,,
1790358248.512,171.503,LIVE,trajectory,rejected,,inf,0.0000,,,,,False,,no trajectory gestures recorded,17,0.803,0.1407,0.0403,still,
1790358250.561,173.553,LIVE,builtin,accepted,swipe_right,,,,,,,True,next_slide,pressed right,,,,,,
